trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
574,False,"{'a': 0.5, 'e': 0.8358355}",25,0,-82.93666735514195,"{0: 19, 1: 1, 2: 2, 3: 2, 4: 1}",0
575,False,"{'a': 0.5, 'e': 0.835262}",25,0,-48.45182241672968,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
576,False,"{'a': 0.5, 'e': 0.8346875}",30,0,-80.71875266064136,"{0: 23, 1: 1, 2: 4, 3: 1, 4: 1}",0
577,False,"{'a': 0.5, 'e': 0.834112}",20,0,30.869221213748347,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
578,False,"{'a': 0.5, 'e': 0.8335355}",20,8,-71.48726224256002,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 2}",1
579,False,"{'a': 0.5, 'e': 0.832958}",20,0,-81.48256974891063,"{0: 13, 1: 0, 2: 4, 3: 3, 4: 0}",0
580,False,"{'a': 0.5, 'e': 0.8323795}",20,0,-29.504769441794693,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
581,False,"{'a': 0.5, 'e': 0.8318}",20,0,-93.78290875013509,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
582,False,"{'a': 0.5, 'e': 0.8312195}",25,0,-81.02783746034422,"{0: 15, 1: 3, 2: 5, 3: 2, 4: 0}",0
583,False,"{'a': 0.5, 'e': 0.830638}",30,0,-190.11476907153695,"{0: 17, 1: 1, 2: 7, 3: 3, 4: 2}",0
584,False,"{'a': 0.5, 'e': 0.8300555000000001}",25,0,-91.56921514560752,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
585,False,"{'a': 0.5, 'e': 0.829472}",30,0,-226.13683375893294,"{0: 12, 1: 6, 2: 7, 3: 3, 4: 2}",0
586,False,"{'a': 0.5, 'e': 0.8288875}",20,0,-32.707546830693495,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
587,False,"{'a': 0.5, 'e': 0.828302}",20,0,-86.21870709513072,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
588,False,"{'a': 0.5, 'e': 0.8277155}",35,19,-34.96130940252478,"{0: 10, 1: 3, 2: 3, 3: 0, 4: 0}",1
589,False,"{'a': 0.5, 'e': 0.827128}",30,0,-135.59456618818896,"{0: 21, 1: 0, 2: 6, 3: 1, 4: 2}",0
590,False,"{'a': 0.5, 'e': 0.8265395}",20,0,-128.40125820788626,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
591,False,"{'a': 0.5, 'e': 0.82595}",25,9,-31.15935961788778,"{0: 11, 1: 0, 2: 5, 3: 0, 4: 0}",1
592,False,"{'a': 0.5, 'e': 0.8253595}",25,0,-170.51964501714374,"{0: 13, 1: 2, 2: 6, 3: 2, 4: 2}",0
593,False,"{'a': 0.5, 'e': 0.824768}",20,0,19.741047482322703,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
594,False,"{'a': 0.5, 'e': 0.8241755}",30,0,-226.57595460903826,"{0: 16, 1: 0, 2: 9, 3: 2, 4: 3}",0
595,False,"{'a': 0.5, 'e': 0.823582}",20,0,-49.788986073102144,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
596,False,"{'a': 0.5, 'e': 0.8229875}",20,0,-58.204205839561155,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
597,False,"{'a': 0.5, 'e': 0.822392}",30,0,-161.79902927433147,"{0: 19, 1: 3, 2: 3, 3: 3, 4: 2}",0
598,False,"{'a': 0.5, 'e': 0.8217955}",25,0,-83.00924978527486,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
599,False,"{'a': 0.5, 'e': 0.821198}",25,0,-182.5161751365855,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 3}",0
600,False,"{'a': 0.5, 'e': 0.8205995}",25,0,-117.45162280960585,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
601,False,"{'a': 0.5, 'e': 0.8200000000000001}",30,0,-203.71613292914697,"{0: 19, 1: 1, 2: 6, 3: 0, 4: 4}",0
602,False,"{'a': 0.5, 'e': 0.8193995000000001}",20,0,-43.07828565170697,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
603,False,"{'a': 0.5, 'e': 0.818798}",25,5,-27.673951001813645,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",1
604,False,"{'a': 0.5, 'e': 0.8181955000000001}",30,0,-156.24443289997163,"{0: 20, 1: 2, 2: 5, 3: 0, 4: 3}",0
605,False,"{'a': 0.5, 'e': 0.817592}",25,0,-139.26263255877564,"{0: 15, 1: 1, 2: 7, 3: 0, 4: 2}",0
606,False,"{'a': 0.5, 'e': 0.8169875}",30,11,-19.133434397059006,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 0}",1
607,False,"{'a': 0.5, 'e': 0.8163819999999999}",25,0,-94.44615173257992,"{0: 16, 1: 0, 2: 7, 3: 2, 4: 0}",0
608,False,"{'a': 0.5, 'e': 0.8157755}",25,0,-47.74298485575297,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
609,False,"{'a': 0.5, 'e': 0.815168}",20,0,-24.77158335656552,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
610,False,"{'a': 0.5, 'e': 0.8145595}",30,0,-105.93737208983208,"{0: 20, 1: 0, 2: 9, 3: 0, 4: 1}",0
611,False,"{'a': 0.5, 'e': 0.81395}",25,0,-68.97884850127892,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
612,False,"{'a': 0.5, 'e': 0.8133395}",30,0,-125.09174348688923,"{0: 19, 1: 4, 2: 5, 3: 0, 4: 2}",0
613,False,"{'a': 0.5, 'e': 0.812728}",25,0,-9.96831464394655,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
614,False,"{'a': 0.5, 'e': 0.8121155}",25,1,-68.14360547285142,"{0: 17, 1: 0, 2: 5, 3: 2, 4: 0}",1
615,False,"{'a': 0.5, 'e': 0.811502}",30,2,-132.8114144943113,"{0: 19, 1: 2, 2: 3, 3: 2, 4: 2}",1
616,False,"{'a': 0.5, 'e': 0.8108875}",35,0,-151.62888469791113,"{0: 22, 1: 3, 2: 8, 3: 0, 4: 2}",0
617,False,"{'a': 0.5, 'e': 0.810272}",20,0,-79.41186855682106,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
618,False,"{'a': 0.5, 'e': 0.8096555}",25,0,-161.3743135839531,"{0: 15, 1: 2, 2: 4, 3: 2, 4: 2}",0
619,False,"{'a': 0.5, 'e': 0.809038}",30,0,-107.33244660447555,"{0: 23, 1: 0, 2: 3, 3: 2, 4: 2}",0
620,False,"{'a': 0.5, 'e': 0.8084195000000001}",20,0,-87.44925284837142,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
621,False,"{'a': 0.5, 'e': 0.8078000000000001}",20,1,-13.856143818088066,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
622,False,"{'a': 0.5, 'e': 0.8071795}",25,0,-56.983867184947805,"{0: 17, 1: 0, 2: 8, 3: 0, 4: 0}",0
623,False,"{'a': 0.5, 'e': 0.806558}",25,0,-29.030849042795108,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
624,False,"{'a': 0.5, 'e': 0.8059355}",20,0,-170.96059609915537,"{0: 11, 1: 0, 2: 6, 3: 0, 4: 3}",0
625,False,"{'a': 0.5, 'e': 0.805312}",20,0,-105.73898314038655,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 1}",0
626,False,"{'a': 0.5, 'e': 0.8046875}",20,0,-125.20373216327103,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
627,False,"{'a': 0.5, 'e': 0.804062}",20,0,-101.09780076784955,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
628,False,"{'a': 0.5, 'e': 0.8034355}",25,14,-38.77930885392067,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
629,False,"{'a': 0.5, 'e': 0.802808}",25,0,-134.25953223929523,"{0: 14, 1: 2, 2: 6, 3: 2, 4: 1}",0
630,False,"{'a': 0.5, 'e': 0.8021795}",20,9,-23.802558054714893,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
631,False,"{'a': 0.5, 'e': 0.80155}",35,0,-134.2973193067564,"{0: 20, 1: 6, 2: 7, 3: 1, 4: 1}",0
632,False,"{'a': 0.5, 'e': 0.8009195}",20,0,-44.21731575356396,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
633,False,"{'a': 0.5, 'e': 0.800288}",20,0,-65.12928964897515,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
634,False,"{'a': 0.5, 'e': 0.7996555000000001}",20,0,-56.32302476954464,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
635,False,"{'a': 0.5, 'e': 0.799022}",25,0,-53.38942016192766,"{0: 19, 1: 1, 2: 3, 3: 2, 4: 0}",0
636,False,"{'a': 0.5, 'e': 0.7983875}",25,0,-193.0670355054949,"{0: 15, 1: 3, 2: 2, 3: 1, 4: 4}",0
637,False,"{'a': 0.5, 'e': 0.797752}",25,11,-49.99648397098065,"{0: 9, 1: 2, 2: 1, 3: 2, 4: 0}",1
638,False,"{'a': 0.5, 'e': 0.7971155}",20,13,-39.216600258948425,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
639,False,"{'a': 0.5, 'e': 0.796478}",30,4,-111.31222355114973,"{0: 13, 1: 6, 2: 6, 3: 0, 4: 1}",1
640,False,"{'a': 0.5, 'e': 0.7958395}",25,0,-128.53929488816487,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
641,False,"{'a': 0.5, 'e': 0.7952}",20,0,-97.95486727439777,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
642,False,"{'a': 0.5, 'e': 0.7945595}",20,0,-48.16073803098641,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
643,False,"{'a': 0.5, 'e': 0.793918}",25,11,-58.81870420247928,"{0: 8, 1: 0, 2: 5, 3: 1, 4: 0}",1
644,False,"{'a': 0.5, 'e': 0.7932755}",20,0,-82.5791915124249,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
645,False,"{'a': 0.5, 'e': 0.792632}",25,0,-74.96546255217487,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
646,False,"{'a': 0.5, 'e': 0.7919875000000001}",20,0,-42.693811738649856,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
647,False,"{'a': 0.5, 'e': 0.791342}",20,0,-101.50569483653794,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
648,False,"{'a': 0.5, 'e': 0.7906955}",20,0,-55.068316554877704,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
649,False,"{'a': 0.5, 'e': 0.790048}",30,0,-79.89222629769907,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
650,False,"{'a': 0.5, 'e': 0.7893995}",25,12,-47.41606272277892,"{0: 8, 1: 0, 2: 4, 3: 1, 4: 0}",1
651,False,"{'a': 0.5, 'e': 0.7887500000000001}",20,0,-31.683076253404057,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
652,False,"{'a': 0.5, 'e': 0.7880995}",25,8,-113.93285726549581,"{0: 10, 1: 0, 2: 5, 3: 0, 4: 2}",1
653,False,"{'a': 0.5, 'e': 0.787448}",20,8,-40.74287603625895,"{0: 7, 1: 1, 2: 3, 3: 1, 4: 0}",1
654,False,"{'a': 0.5, 'e': 0.7867955}",30,0,-224.70649021790024,"{0: 17, 1: 4, 2: 4, 3: 1, 4: 4}",0
655,False,"{'a': 0.5, 'e': 0.786142}",20,0,-41.18644967387972,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
656,False,"{'a': 0.5, 'e': 0.7854875}",20,8,-69.13547191291138,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 1}",1
657,False,"{'a': 0.5, 'e': 0.784832}",20,6,-12.183501947554877,"{0: 11, 1: 2, 2: 0, 3: 1, 4: 0}",1
658,False,"{'a': 0.5, 'e': 0.7841755}",30,0,-121.1485270755095,"{0: 21, 1: 1, 2: 6, 3: 0, 4: 2}",1
659,False,"{'a': 0.5, 'e': 0.783518}",25,7,-47.579914882468124,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 0}",1
660,False,"{'a': 0.5, 'e': 0.7828595}",25,0,-66.14286355760527,"{0: 17, 1: 1, 2: 5, 3: 2, 4: 0}",0
661,False,"{'a': 0.5, 'e': 0.7822}",20,0,-12.610584118031515,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
662,False,"{'a': 0.5, 'e': 0.7815395}",25,0,-133.62941032047164,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 3}",0
663,False,"{'a': 0.5, 'e': 0.780878}",25,8,-59.05025588410394,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 1}",1
664,False,"{'a': 0.5, 'e': 0.7802155}",25,0,-32.16174258920442,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
665,False,"{'a': 0.5, 'e': 0.779552}",20,0,-143.44977426389005,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
666,False,"{'a': 0.5, 'e': 0.7788875}",20,0,-141.27593362459675,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
667,False,"{'a': 0.5, 'e': 0.778222}",25,0,-49.291073320908545,"{0: 18, 1: 0, 2: 7, 3: 0, 4: 0}",0
668,False,"{'a': 0.5, 'e': 0.7775555000000001}",25,3,-78.41389791587217,"{0: 15, 1: 1, 2: 4, 3: 1, 4: 1}",1
669,False,"{'a': 0.5, 'e': 0.776888}",20,0,-140.23807777914624,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 3}",0
670,False,"{'a': 0.5, 'e': 0.7762195000000001}",25,0,-83.32016017800899,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
671,False,"{'a': 0.5, 'e': 0.77555}",35,0,-133.37876979493905,"{0: 23, 1: 3, 2: 7, 3: 0, 4: 2}",0
672,False,"{'a': 0.5, 'e': 0.7748794999999999}",20,0,-87.57880829293401,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
673,False,"{'a': 0.5, 'e': 0.774208}",30,0,-115.4948221971361,"{0: 21, 1: 3, 2: 3, 3: 1, 4: 2}",0
674,False,"{'a': 0.5, 'e': 0.7735355}",25,0,-120.03752011911999,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 3}",1
675,False,"{'a': 0.5, 'e': 0.772862}",25,0,-58.87305286693684,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",0
676,False,"{'a': 0.5, 'e': 0.7721875}",20,0,-61.05649332515816,"{0: 14, 1: 4, 2: 0, 3: 1, 4: 1}",0
677,False,"{'a': 0.5, 'e': 0.771512}",20,0,-80.04640409586231,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
678,False,"{'a': 0.5, 'e': 0.7708355}",20,0,-48.233256137386185,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
679,False,"{'a': 0.5, 'e': 0.770158}",25,10,-31.86082416282668,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 0}",1
680,False,"{'a': 0.5, 'e': 0.7694795}",20,1,-76.03989333469355,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 1}",1
681,False,"{'a': 0.5, 'e': 0.7688}",20,0,-37.61574927635889,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
682,False,"{'a': 0.5, 'e': 0.7681195000000001}",20,0,-89.30172109147823,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
683,False,"{'a': 0.5, 'e': 0.7674380000000001}",20,0,-124.68611313660354,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
684,False,"{'a': 0.5, 'e': 0.7667555}",25,13,-8.415956272946929,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
685,False,"{'a': 0.5, 'e': 0.766072}",20,0,-25.111519044336823,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
686,False,"{'a': 0.5, 'e': 0.7653875}",30,0,-119.02798937720256,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",0
687,False,"{'a': 0.5, 'e': 0.764702}",20,0,-54.89288574563139,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
688,False,"{'a': 0.5, 'e': 0.7640155}",35,0,-71.36240492701015,"{0: 26, 1: 3, 2: 5, 3: 0, 4: 1}",0
689,False,"{'a': 0.5, 'e': 0.763328}",35,6,-172.40737347119963,"{0: 16, 1: 4, 2: 4, 3: 3, 4: 2}",1
690,False,"{'a': 0.5, 'e': 0.7626395}",25,0,-158.52843625765772,"{0: 17, 1: 0, 2: 4, 3: 1, 4: 3}",0
691,False,"{'a': 0.5, 'e': 0.76195}",25,0,-45.07229091052885,"{0: 17, 1: 4, 2: 3, 3: 1, 4: 0}",0
692,False,"{'a': 0.5, 'e': 0.7612595}",20,0,-65.96866329620664,"{0: 13, 1: 5, 2: 0, 3: 1, 4: 1}",0
693,False,"{'a': 0.5, 'e': 0.760568}",25,0,-38.366574232574074,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
694,False,"{'a': 0.5, 'e': 0.7598755}",25,0,-45.427032717602636,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
695,False,"{'a': 0.5, 'e': 0.759182}",25,0,-24.982607076182276,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
696,False,"{'a': 0.5, 'e': 0.7584875}",30,6,-134.8051334946269,"{0: 13, 1: 5, 2: 3, 3: 1, 4: 2}",1
697,False,"{'a': 0.5, 'e': 0.757792}",25,17,-71.16934307449326,"{0: 5, 1: 0, 2: 0, 3: 2, 4: 1}",1
698,False,"{'a': 0.5, 'e': 0.7570955}",30,0,-180.16620863461043,"{0: 21, 1: 1, 2: 4, 3: 0, 4: 4}",0
699,False,"{'a': 0.5, 'e': 0.756398}",30,0,-44.02843265855762,"{0: 25, 1: 2, 2: 2, 3: 0, 4: 1}",0
700,False,"{'a': 0.5, 'e': 0.7556995}",20,0,-46.071459374864816,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
701,False,"{'a': 0.5, 'e': 0.755}",30,0,-194.90729629209036,"{0: 17, 1: 3, 2: 5, 3: 2, 4: 3}",0
702,False,"{'a': 0.5, 'e': 0.7542995}",30,0,-95.25693928585711,"{0: 22, 1: 0, 2: 6, 3: 1, 4: 1}",0
703,False,"{'a': 0.5, 'e': 0.753598}",30,0,-194.85801030176242,"{0: 17, 1: 0, 2: 10, 3: 0, 4: 3}",0
704,False,"{'a': 0.5, 'e': 0.7528955}",25,6,-84.53903122061686,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 1}",1
705,False,"{'a': 0.5, 'e': 0.752192}",25,0,-93.35734332908687,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 2}",0
706,False,"{'a': 0.5, 'e': 0.7514875}",30,14,0.355873708396399,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
707,False,"{'a': 0.5, 'e': 0.7507820000000001}",20,5,-136.41786258144333,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 3}",1
708,False,"{'a': 0.5, 'e': 0.7500755}",20,0,-45.72226238447579,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
709,False,"{'a': 0.5, 'e': 0.749368}",20,0,-196.04522610583788,"{0: 10, 1: 1, 2: 5, 3: 0, 4: 4}",0
710,False,"{'a': 0.5, 'e': 0.7486595}",20,13,1.7126033711706512,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
711,False,"{'a': 0.5, 'e': 0.74795}",25,0,-68.00019245368367,"{0: 18, 1: 1, 2: 3, 3: 3, 4: 0}",0
712,False,"{'a': 0.5, 'e': 0.7472395000000001}",20,3,-34.87490770556357,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 0}",1
713,False,"{'a': 0.5, 'e': 0.7465280000000001}",20,0,-36.85748292646865,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
714,False,"{'a': 0.5, 'e': 0.7458155}",20,0,-44.25529409594093,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
715,False,"{'a': 0.5, 'e': 0.7451019999999999}",25,0,-107.01424562697989,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
716,False,"{'a': 0.5, 'e': 0.7443875}",35,18,-25.973739975919223,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 1}",1
717,False,"{'a': 0.5, 'e': 0.743672}",25,0,-21.738356873243305,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
718,False,"{'a': 0.5, 'e': 0.7429555}",20,0,-84.4859100821385,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
719,False,"{'a': 0.5, 'e': 0.742238}",20,14,-4.024916874280052,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
720,False,"{'a': 0.5, 'e': 0.7415195}",20,6,-76.88770256872029,"{0: 9, 1: 3, 2: 0, 3: 0, 4: 2}",1
721,False,"{'a': 0.5, 'e': 0.7408}",30,0,-145.0865345668032,"{0: 22, 1: 3, 2: 0, 3: 2, 4: 3}",0
722,False,"{'a': 0.5, 'e': 0.7400795}",25,5,-48.72410258920005,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",1
723,False,"{'a': 0.5, 'e': 0.739358}",20,0,-32.94605467122078,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
724,False,"{'a': 0.5, 'e': 0.7386355}",20,3,-79.24739281979944,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 1}",1
725,False,"{'a': 0.5, 'e': 0.737912}",25,10,-7.455394394791956,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
726,False,"{'a': 0.5, 'e': 0.7371875}",20,7,-35.82712252372198,"{0: 8, 1: 0, 2: 5, 3: 0, 4: 0}",1
727,False,"{'a': 0.5, 'e': 0.736462}",25,0,-127.85413518534949,"{0: 15, 1: 4, 2: 3, 3: 1, 4: 2}",0
728,False,"{'a': 0.5, 'e': 0.7357355}",20,0,-48.52069913039113,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
729,False,"{'a': 0.5, 'e': 0.735008}",30,18,-12.81982909174129,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
730,False,"{'a': 0.5, 'e': 0.7342795}",20,0,-83.91915004801578,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
731,False,"{'a': 0.5, 'e': 0.73355}",25,0,-67.73472577787804,"{0: 20, 1: 1, 2: 1, 3: 2, 4: 1}",0
732,False,"{'a': 0.5, 'e': 0.7328195}",30,0,-167.00667473564394,"{0: 21, 1: 0, 2: 3, 3: 4, 4: 2}",0
733,False,"{'a': 0.5, 'e': 0.7320880000000001}",25,0,-74.0779357583408,"{0: 20, 1: 0, 2: 2, 3: 2, 4: 1}",0
734,False,"{'a': 0.5, 'e': 0.7313555}",25,0,-76.24884871740689,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
735,False,"{'a': 0.5, 'e': 0.730622}",20,5,-47.23021667438318,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
736,False,"{'a': 0.5, 'e': 0.7298875}",20,9,-20.777226053077843,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
737,False,"{'a': 0.5, 'e': 0.729152}",20,0,-72.12659055744179,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
738,False,"{'a': 0.5, 'e': 0.7284155}",25,0,-157.68103381127113,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 3}",0
739,False,"{'a': 0.5, 'e': 0.727678}",30,0,-50.26043358626991,"{0: 25, 1: 1, 2: 2, 3: 1, 4: 1}",0
740,False,"{'a': 0.5, 'e': 0.7269395000000001}",25,11,-60.80690406109577,"{0: 7, 1: 1, 2: 5, 3: 1, 4: 0}",1
741,False,"{'a': 0.5, 'e': 0.7262}",25,0,-185.67938157387033,"{0: 15, 1: 3, 2: 3, 3: 0, 4: 4}",0
742,False,"{'a': 0.5, 'e': 0.7254595}",25,2,-49.412421306936494,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 0}",1
743,False,"{'a': 0.5, 'e': 0.724718}",20,10,7.342919425006363,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.5, 'e': 0.7239755}",20,0,-93.37958561996422,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
745,False,"{'a': 0.5, 'e': 0.723232}",20,0,-24.26908502625286,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
746,False,"{'a': 0.5, 'e': 0.7224875}",25,7,-76.16928250117815,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 1}",1
747,False,"{'a': 0.5, 'e': 0.721742}",25,7,-59.66918956705495,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 1}",1
748,False,"{'a': 0.5, 'e': 0.7209955}",20,8,-82.83136721607926,"{0: 6, 1: 2, 2: 2, 3: 1, 4: 1}",1
749,False,"{'a': 0.5, 'e': 0.720248}",20,0,-113.76348535349156,"{0: 12, 1: 0, 2: 5, 3: 2, 4: 1}",0
750,False,"{'a': 0.5, 'e': 0.7194995}",20,2,-58.848487513983905,"{0: 11, 1: 2, 2: 3, 3: 2, 4: 0}",1
751,False,"{'a': 0.5, 'e': 0.71875}",30,0,-110.02525411476898,"{0: 20, 1: 4, 2: 3, 3: 2, 4: 1}",1
752,False,"{'a': 0.5, 'e': 0.7179995}",30,0,-86.94395217610392,"{0: 24, 1: 1, 2: 1, 3: 3, 4: 1}",0
753,False,"{'a': 0.5, 'e': 0.717248}",20,0,-109.32637821828087,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
754,False,"{'a': 0.5, 'e': 0.7164955}",25,11,-59.465567218443546,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 1}",1
755,False,"{'a': 0.5, 'e': 0.715742}",25,0,-70.70218952181716,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
756,False,"{'a': 0.5, 'e': 0.7149875}",20,0,-26.639986058657428,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
757,False,"{'a': 0.5, 'e': 0.714232}",20,8,-69.2801025777575,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 1}",1
758,False,"{'a': 0.5, 'e': 0.7134755}",20,0,-78.38928803925027,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
759,False,"{'a': 0.5, 'e': 0.712718}",20,0,-35.21542784615388,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
760,False,"{'a': 0.5, 'e': 0.7119595000000001}",20,3,-20.046214842950942,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
761,False,"{'a': 0.5, 'e': 0.7112}",30,0,-59.27916374797486,"{0: 22, 1: 0, 2: 7, 3: 1, 4: 0}",0
762,False,"{'a': 0.5, 'e': 0.7104395}",20,0,-131.75019895117188,"{0: 12, 1: 3, 2: 1, 3: 2, 4: 2}",0
763,False,"{'a': 0.5, 'e': 0.709678}",25,0,-152.73916573146596,"{0: 12, 1: 4, 2: 7, 3: 0, 4: 2}",0
764,False,"{'a': 0.5, 'e': 0.7089155}",20,0,-173.4208111173826,"{0: 13, 1: 1, 2: 0, 3: 3, 4: 3}",0
