trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
191,False,"{'a': 0.5, 'e': 0.98195}",30,3,-121.19174441820203,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 2}",1
192,False,"{'a': 0.5, 'e': 0.9817595}",20,0,-37.274058035090924,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
193,False,"{'a': 0.5, 'e': 0.981568}",20,0,-17.338983314540553,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
194,False,"{'a': 0.5, 'e': 0.9813755}",30,0,-148.14758709755597,"{0: 22, 1: 1, 2: 3, 3: 1, 4: 3}",0
195,False,"{'a': 0.5, 'e': 0.981182}",20,0,-78.08001646997333,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
196,False,"{'a': 0.5, 'e': 0.9809875}",25,0,-46.11164140412926,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
197,False,"{'a': 0.5, 'e': 0.980792}",20,0,-118.8329140305637,"{0: 10, 1: 1, 2: 6, 3: 3, 4: 0}",0
198,False,"{'a': 0.5, 'e': 0.9805955}",20,0,-39.42054597125062,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
199,False,"{'a': 0.5, 'e': 0.980398}",25,0,-133.28229400492347,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
200,False,"{'a': 0.5, 'e': 0.9801995}",25,0,-165.7741430362079,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 3}",0
201,False,"{'a': 0.5, 'e': 0.98}",25,0,-14.31126916999321,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
202,False,"{'a': 0.5, 'e': 0.9797995}",25,0,-115.40128163802194,"{0: 15, 1: 1, 2: 5, 3: 4, 4: 0}",0
203,False,"{'a': 0.5, 'e': 0.979598}",20,0,-65.92903297507391,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
204,False,"{'a': 0.5, 'e': 0.9793955}",25,0,-109.23326092963669,"{0: 12, 1: 5, 2: 6, 3: 2, 4: 0}",0
205,False,"{'a': 0.5, 'e': 0.979192}",20,0,-106.9901334761372,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
206,False,"{'a': 0.5, 'e': 0.9789875}",20,0,-44.486611743886996,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
207,False,"{'a': 0.5, 'e': 0.978782}",25,0,-100.45158762230467,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 2}",0
208,False,"{'a': 0.5, 'e': 0.9785755}",25,0,-162.67181883318608,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
209,False,"{'a': 0.5, 'e': 0.978368}",20,0,-121.65788114522485,"{0: 10, 1: 4, 2: 4, 3: 0, 4: 2}",0
210,False,"{'a': 0.5, 'e': 0.9781595}",20,11,-70.93994037169115,"{0: 4, 1: 1, 2: 3, 3: 0, 4: 1}",1
211,False,"{'a': 0.5, 'e': 0.97795}",20,0,-154.88202041078873,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 3}",0
212,False,"{'a': 0.5, 'e': 0.9777395}",20,0,-130.5478222275669,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",0
213,False,"{'a': 0.5, 'e': 0.977528}",20,0,-137.6654114763984,"{0: 8, 1: 5, 2: 4, 3: 2, 4: 1}",0
214,False,"{'a': 0.5, 'e': 0.9773155}",20,0,-141.24779595682682,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
215,False,"{'a': 0.5, 'e': 0.977102}",25,0,-80.1072508544604,"{0: 16, 1: 1, 2: 7, 3: 1, 4: 0}",0
216,False,"{'a': 0.5, 'e': 0.9768875}",20,0,-53.73904765163637,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
217,False,"{'a': 0.5, 'e': 0.976672}",30,0,-81.58466368324302,"{0: 21, 1: 0, 2: 8, 3: 1, 4: 0}",0
218,False,"{'a': 0.5, 'e': 0.9764555}",20,0,-85.99909229816754,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
219,False,"{'a': 0.5, 'e': 0.976238}",20,0,-133.12865120591877,"{0: 11, 1: 1, 2: 4, 3: 3, 4: 1}",0
220,False,"{'a': 0.5, 'e': 0.9760195}",20,0,-44.3228557145264,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
221,False,"{'a': 0.5, 'e': 0.9758}",20,0,-158.6079376304355,"{0: 9, 1: 1, 2: 6, 3: 3, 4: 1}",0
222,False,"{'a': 0.5, 'e': 0.9755795}",25,0,-190.48905117296977,"{0: 11, 1: 2, 2: 8, 3: 2, 4: 2}",0
223,False,"{'a': 0.5, 'e': 0.975358}",20,0,-109.94270067667858,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
224,False,"{'a': 0.5, 'e': 0.9751355}",20,0,-73.10043632748948,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
225,False,"{'a': 0.5, 'e': 0.974912}",20,0,-77.68064016692831,"{0: 12, 1: 0, 2: 7, 3: 1, 4: 0}",0
226,False,"{'a': 0.5, 'e': 0.9746875}",25,0,-135.82380559393903,"{0: 13, 1: 1, 2: 9, 3: 1, 4: 1}",0
227,False,"{'a': 0.5, 'e': 0.974462}",20,0,-47.13335011241059,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
228,False,"{'a': 0.5, 'e': 0.9742355}",25,6,-41.80695431040918,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 1}",1
229,False,"{'a': 0.5, 'e': 0.974008}",20,0,-27.181209097614143,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
230,False,"{'a': 0.5, 'e': 0.9737795}",35,0,-128.73958160627325,"{0: 20, 1: 6, 2: 8, 3: 0, 4: 1}",0
231,False,"{'a': 0.5, 'e': 0.97355}",20,0,-216.7640936152359,"{0: 8, 1: 1, 2: 6, 3: 2, 4: 3}",0
232,False,"{'a': 0.5, 'e': 0.9733195}",25,0,-182.5864846781884,"{0: 12, 1: 4, 2: 4, 3: 3, 4: 2}",0
233,False,"{'a': 0.5, 'e': 0.973088}",25,0,-165.9000730824263,"{0: 13, 1: 2, 2: 7, 3: 1, 4: 2}",0
234,False,"{'a': 0.5, 'e': 0.9728555}",20,0,-112.89654947065435,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
235,False,"{'a': 0.5, 'e': 0.972622}",25,0,-172.15343019670314,"{0: 11, 1: 3, 2: 9, 3: 0, 4: 2}",0
236,False,"{'a': 0.5, 'e': 0.9723875}",20,0,-40.93012513134725,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
237,False,"{'a': 0.5, 'e': 0.972152}",20,0,-91.42037814755295,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
238,False,"{'a': 0.5, 'e': 0.9719155}",30,0,-70.98347371651383,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",0
239,False,"{'a': 0.5, 'e': 0.971678}",20,0,-151.82520396922155,"{0: 12, 1: 3, 2: 1, 3: 1, 4: 3}",0
240,False,"{'a': 0.5, 'e': 0.9714395}",20,0,-95.3311834267458,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
241,False,"{'a': 0.5, 'e': 0.9712}",25,14,-77.33281823918179,"{0: 6, 1: 1, 2: 2, 3: 1, 4: 1}",1
242,False,"{'a': 0.5, 'e': 0.9709595}",20,12,-20.150401887405977,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.970718}",25,0,-49.89893474799485,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 0}",0
244,False,"{'a': 0.5, 'e': 0.9704755}",35,0,-115.78327556773202,"{0: 22, 1: 5, 2: 6, 3: 1, 4: 1}",0
245,False,"{'a': 0.5, 'e': 0.970232}",35,0,-191.22560399975342,"{0: 17, 1: 8, 2: 5, 3: 4, 4: 1}",0
246,False,"{'a': 0.5, 'e': 0.9699875}",20,0,-84.2850513840805,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
247,False,"{'a': 0.5, 'e': 0.969742}",20,0,-69.35277826184148,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
248,False,"{'a': 0.5, 'e': 0.9694955}",25,0,-23.99607898388915,"{0: 18, 1: 5, 2: 2, 3: 0, 4: 0}",0
249,False,"{'a': 0.5, 'e': 0.969248}",20,0,-86.50733684439064,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
250,False,"{'a': 0.5, 'e': 0.9689995}",30,0,-108.17705230146817,"{0: 21, 1: 2, 2: 4, 3: 2, 4: 1}",0
251,False,"{'a': 0.5, 'e': 0.96875}",20,0,-69.4974443210201,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
252,False,"{'a': 0.5, 'e': 0.9684995}",30,0,-125.23760485090939,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",0
253,False,"{'a': 0.5, 'e': 0.968248}",30,0,-149.60297587471027,"{0: 20, 1: 1, 2: 5, 3: 2, 4: 2}",0
254,False,"{'a': 0.5, 'e': 0.9679955}",25,0,-68.3360808180514,"{0: 16, 1: 1, 2: 8, 3: 0, 4: 0}",0
255,False,"{'a': 0.5, 'e': 0.967742}",30,9,-155.00860720951795,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 3}",1
256,False,"{'a': 0.5, 'e': 0.9674875000000001}",25,0,-77.76692482976954,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
257,False,"{'a': 0.5, 'e': 0.967232}",20,0,-88.43684747115483,"{0: 10, 1: 2, 2: 7, 3: 1, 4: 0}",0
258,False,"{'a': 0.5, 'e': 0.9669755}",20,0,-95.80570749343316,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
259,False,"{'a': 0.5, 'e': 0.966718}",25,0,-52.827378154110654,"{0: 18, 1: 5, 2: 1, 3: 0, 4: 1}",0
260,False,"{'a': 0.5, 'e': 0.9664595}",20,0,-51.73078135845904,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
261,False,"{'a': 0.5, 'e': 0.9662}",30,0,-144.74291323015197,"{0: 19, 1: 1, 2: 8, 3: 0, 4: 2}",0
262,False,"{'a': 0.5, 'e': 0.9659395}",25,0,-96.6764450701954,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
263,False,"{'a': 0.5, 'e': 0.965678}",20,0,-164.60387064432598,"{0: 9, 1: 1, 2: 7, 3: 1, 4: 2}",0
264,False,"{'a': 0.5, 'e': 0.9654155}",20,0,-205.55781899660224,"{0: 8, 1: 1, 2: 7, 3: 1, 4: 3}",0
265,False,"{'a': 0.5, 'e': 0.965152}",20,0,-80.1197514872906,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
266,False,"{'a': 0.5, 'e': 0.9648875}",20,0,-28.12571004767377,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
267,False,"{'a': 0.5, 'e': 0.964622}",20,0,-49.4299997582778,"{0: 12, 1: 5, 2: 2, 3: 1, 4: 0}",0
268,False,"{'a': 0.5, 'e': 0.9643555}",30,0,-173.74305451881054,"{0: 16, 1: 4, 2: 7, 3: 1, 4: 2}",0
269,False,"{'a': 0.5, 'e': 0.9640880000000001}",20,0,-130.69188627350402,"{0: 9, 1: 3, 2: 6, 3: 1, 4: 1}",0
270,False,"{'a': 0.5, 'e': 0.9638195}",20,9,-32.15644553013208,"{0: 7, 1: 1, 2: 2, 3: 1, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.96355}",25,0,-111.64359384058373,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
272,False,"{'a': 0.5, 'e': 0.9632795}",20,0,-61.722412455811735,"{0: 11, 1: 5, 2: 3, 3: 1, 4: 0}",0
273,False,"{'a': 0.5, 'e': 0.963008}",25,0,-95.90484948588436,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
274,False,"{'a': 0.5, 'e': 0.9627355}",30,0,-198.804271883087,"{0: 17, 1: 2, 2: 7, 3: 1, 4: 3}",0
275,False,"{'a': 0.5, 'e': 0.962462}",20,0,-94.52571285732081,"{0: 10, 1: 6, 2: 3, 3: 0, 4: 1}",0
276,False,"{'a': 0.5, 'e': 0.9621875}",25,0,-93.35634140122167,"{0: 15, 1: 2, 2: 6, 3: 2, 4: 0}",0
277,False,"{'a': 0.5, 'e': 0.961912}",35,0,-204.83152361093866,"{0: 22, 1: 5, 2: 4, 3: 0, 4: 4}",0
278,False,"{'a': 0.5, 'e': 0.9616355}",20,0,-90.45683797552212,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
279,False,"{'a': 0.5, 'e': 0.961358}",25,0,-52.7853437676484,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
280,False,"{'a': 0.5, 'e': 0.9610795}",30,0,-173.0946854655194,"{0: 17, 1: 4, 2: 5, 3: 2, 4: 2}",0
281,False,"{'a': 0.5, 'e': 0.9608}",20,0,-38.65532527428116,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.9605195}",30,0,-143.90483041259577,"{0: 18, 1: 2, 2: 8, 3: 0, 4: 2}",0
283,False,"{'a': 0.5, 'e': 0.960238}",20,0,-58.395248008544456,"{0: 12, 1: 6, 2: 0, 3: 2, 4: 0}",0
284,False,"{'a': 0.5, 'e': 0.9599555}",25,0,-173.26856644725163,"{0: 13, 1: 2, 2: 6, 3: 2, 4: 2}",0
285,False,"{'a': 0.5, 'e': 0.959672}",30,4,-83.47547280429929,"{0: 19, 1: 2, 2: 2, 3: 2, 4: 1}",1
286,False,"{'a': 0.5, 'e': 0.9593875000000001}",25,0,-197.1326223702761,"{0: 11, 1: 6, 2: 4, 3: 1, 4: 3}",0
287,False,"{'a': 0.5, 'e': 0.959102}",35,2,-100.05528360047109,"{0: 22, 1: 5, 2: 4, 3: 1, 4: 1}",1
288,False,"{'a': 0.5, 'e': 0.9588155}",20,7,-29.00510632301285,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.958528}",25,0,-88.66106848319123,"{0: 16, 1: 1, 2: 6, 3: 2, 4: 0}",0
290,False,"{'a': 0.5, 'e': 0.9582395}",25,0,-186.2266351349785,"{0: 16, 1: 0, 2: 4, 3: 2, 4: 3}",0
291,False,"{'a': 0.5, 'e': 0.95795}",25,3,-114.76894815812888,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 2}",1
292,False,"{'a': 0.5, 'e': 0.9576595}",35,0,-153.89944576032386,"{0: 23, 1: 1, 2: 6, 3: 4, 4: 1}",0
293,False,"{'a': 0.5, 'e': 0.957368}",25,0,-80.33905805200074,"{0: 15, 1: 1, 2: 9, 3: 0, 4: 0}",0
294,False,"{'a': 0.5, 'e': 0.9570755}",30,0,-179.46429943903792,"{0: 15, 1: 5, 2: 7, 3: 1, 4: 2}",0
295,False,"{'a': 0.5, 'e': 0.956782}",20,0,-105.79827442771563,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
296,False,"{'a': 0.5, 'e': 0.9564875}",30,0,-133.07072751007848,"{0: 21, 1: 2, 2: 3, 3: 2, 4: 2}",0
297,False,"{'a': 0.5, 'e': 0.956192}",25,0,-205.8616575882448,"{0: 13, 1: 1, 2: 6, 3: 2, 4: 3}",0
298,False,"{'a': 0.5, 'e': 0.9558955}",25,0,-273.87613138152005,"{0: 10, 1: 2, 2: 6, 3: 3, 4: 4}",0
299,False,"{'a': 0.5, 'e': 0.955598}",30,14,-73.05497057824628,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 1}",1
300,False,"{'a': 0.5, 'e': 0.9552995}",25,0,-132.36710243225104,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
301,False,"{'a': 0.5, 'e': 0.955}",30,6,-121.28764239170694,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 2}",1
302,False,"{'a': 0.5, 'e': 0.9546995}",30,0,-154.76406497788082,"{0: 19, 1: 3, 2: 4, 3: 2, 4: 2}",0
303,False,"{'a': 0.5, 'e': 0.954398}",25,0,-115.1937739108631,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
304,False,"{'a': 0.5, 'e': 0.9540955}",30,0,-83.75975257455123,"{0: 19, 1: 4, 2: 5, 3: 2, 4: 0}",0
305,False,"{'a': 0.5, 'e': 0.953792}",20,0,-137.8488432010133,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
306,False,"{'a': 0.5, 'e': 0.9534875}",20,0,-75.61132818521865,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
307,False,"{'a': 0.5, 'e': 0.953182}",20,0,-98.9152755793976,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
308,False,"{'a': 0.5, 'e': 0.9528755}",25,0,-81.2852867707632,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
309,False,"{'a': 0.5, 'e': 0.952568}",30,10,-57.62698109929218,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.9522595}",30,0,-141.72558210303023,"{0: 15, 1: 7, 2: 5, 3: 2, 4: 1}",0
311,False,"{'a': 0.5, 'e': 0.95195}",25,0,-108.8014344214481,"{0: 16, 1: 5, 2: 2, 3: 0, 4: 2}",0
312,False,"{'a': 0.5, 'e': 0.9516395}",20,0,-200.37054555723032,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 4}",0
313,False,"{'a': 0.5, 'e': 0.951328}",20,0,-70.13050049404873,"{0: 11, 1: 1, 2: 8, 3: 0, 4: 0}",0
314,False,"{'a': 0.5, 'e': 0.9510155}",30,0,-104.0933720831778,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",0
315,False,"{'a': 0.5, 'e': 0.950702}",20,13,0.050642507146460236,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.9503875}",20,0,-119.66639457171031,"{0: 10, 1: 5, 2: 3, 3: 0, 4: 2}",0
317,False,"{'a': 0.5, 'e': 0.950072}",20,0,-87.77335170454552,"{0: 9, 1: 2, 2: 9, 3: 0, 4: 0}",0
318,False,"{'a': 0.5, 'e': 0.9497555}",20,0,-120.54229943919916,"{0: 10, 1: 5, 2: 3, 3: 0, 4: 2}",0
319,False,"{'a': 0.5, 'e': 0.949438}",20,0,-80.54684953663647,"{0: 12, 1: 3, 2: 2, 3: 3, 4: 0}",0
320,False,"{'a': 0.5, 'e': 0.9491195}",25,0,-70.22946478806756,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
321,False,"{'a': 0.5, 'e': 0.9488}",20,0,-42.7784195314671,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
322,False,"{'a': 0.5, 'e': 0.9484795}",25,0,-113.60051131539174,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
323,False,"{'a': 0.5, 'e': 0.9481580000000001}",30,0,-110.03887490384365,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 2}",0
324,False,"{'a': 0.5, 'e': 0.9478355}",25,0,-57.351301756645576,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",0
325,False,"{'a': 0.5, 'e': 0.947512}",35,0,-171.41460490940582,"{0: 20, 1: 4, 2: 8, 3: 1, 4: 2}",0
326,False,"{'a': 0.5, 'e': 0.9471875}",30,0,-143.00920240139152,"{0: 21, 1: 2, 2: 4, 3: 0, 4: 3}",0
327,False,"{'a': 0.5, 'e': 0.946862}",30,0,-173.52886445543646,"{0: 15, 1: 9, 2: 2, 3: 2, 4: 2}",0
328,False,"{'a': 0.5, 'e': 0.9465355}",25,0,-143.12037027725083,"{0: 12, 1: 2, 2: 9, 3: 1, 4: 1}",0
329,False,"{'a': 0.5, 'e': 0.946208}",20,7,-142.01183436636464,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 3}",1
330,False,"{'a': 0.5, 'e': 0.9458795}",20,0,-79.89574484198228,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
331,False,"{'a': 0.5, 'e': 0.94555}",25,0,-170.14389184723498,"{0: 11, 1: 5, 2: 6, 3: 1, 4: 2}",0
332,False,"{'a': 0.5, 'e': 0.9452195}",30,0,-153.0130223431548,"{0: 20, 1: 1, 2: 5, 3: 2, 4: 2}",0
333,False,"{'a': 0.5, 'e': 0.944888}",20,0,-129.43889339060678,"{0: 11, 1: 0, 2: 7, 3: 0, 4: 2}",0
334,False,"{'a': 0.5, 'e': 0.9445555}",30,4,-166.95668241016017,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 3}",1
335,False,"{'a': 0.5, 'e': 0.944222}",35,7,-112.77450911046868,"{0: 17, 1: 3, 2: 6, 3: 1, 4: 1}",1
336,False,"{'a': 0.5, 'e': 0.9438875}",20,0,-29.105854121906475,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
337,False,"{'a': 0.5, 'e': 0.943552}",20,0,-80.34121022587188,"{0: 10, 1: 3, 2: 6, 3: 1, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.9432155}",30,0,-175.56895581988292,"{0: 17, 1: 4, 2: 6, 3: 0, 4: 3}",0
339,False,"{'a': 0.5, 'e': 0.942878}",30,1,-67.82872496477302,"{0: 20, 1: 1, 2: 7, 3: 1, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.9425395}",20,0,-146.39569536334452,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
341,False,"{'a': 0.5, 'e': 0.9422}",25,0,-79.97377506593017,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
342,False,"{'a': 0.5, 'e': 0.9418595}",20,0,-99.16178331425695,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
343,False,"{'a': 0.5, 'e': 0.941518}",20,14,-5.627894797722538,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.9411755}",30,2,-111.4859363892502,"{0: 14, 1: 7, 2: 5, 3: 2, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.940832}",30,0,-100.90290365230192,"{0: 23, 1: 3, 2: 1, 3: 1, 4: 2}",0
346,False,"{'a': 0.5, 'e': 0.9404875}",30,0,-73.7473489854892,"{0: 22, 1: 1, 2: 6, 3: 0, 4: 1}",0
347,False,"{'a': 0.5, 'e': 0.940142}",20,0,-55.695076384647926,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
348,False,"{'a': 0.5, 'e': 0.9397955}",25,0,-114.29021186230997,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
349,False,"{'a': 0.5, 'e': 0.9394480000000001}",25,0,-195.54167055800525,"{0: 14, 1: 3, 2: 4, 3: 0, 4: 4}",0
350,False,"{'a': 0.5, 'e': 0.9390995}",30,0,-245.37846858356482,"{0: 13, 1: 6, 2: 7, 3: 0, 4: 4}",0
351,False,"{'a': 0.5, 'e': 0.93875}",25,0,-94.62464699897743,"{0: 17, 1: 1, 2: 3, 3: 4, 4: 0}",0
352,False,"{'a': 0.5, 'e': 0.9383995}",20,0,-163.6000151025601,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 2}",0
353,False,"{'a': 0.5, 'e': 0.938048}",25,9,-19.871938375300754,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.9376955}",25,17,-22.217555324313693,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.937342}",25,12,-71.72295588567692,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 1}",1
356,False,"{'a': 0.5, 'e': 0.9369875}",20,0,-128.4321231098022,"{0: 10, 1: 4, 2: 4, 3: 0, 4: 2}",0
357,False,"{'a': 0.5, 'e': 0.936632}",20,0,-27.191017633765696,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
358,False,"{'a': 0.5, 'e': 0.9362755}",20,0,-65.95009476285483,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
359,False,"{'a': 0.5, 'e': 0.935918}",20,0,-103.92370841906053,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
360,False,"{'a': 0.5, 'e': 0.9355595}",25,7,-72.68561214565065,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 1}",1
361,False,"{'a': 0.5, 'e': 0.9352}",20,0,-94.49499577025979,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
362,False,"{'a': 0.5, 'e': 0.9348395}",20,0,-111.52602161534463,"{0: 8, 1: 5, 2: 6, 3: 0, 4: 1}",0
363,False,"{'a': 0.5, 'e': 0.934478}",25,17,13.111669416548136,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.9341155}",25,0,-203.77921997478575,"{0: 13, 1: 4, 2: 4, 3: 0, 4: 4}",0
365,False,"{'a': 0.5, 'e': 0.933752}",30,0,-219.88614762654782,"{0: 13, 1: 5, 2: 9, 3: 0, 4: 3}",0
366,False,"{'a': 0.5, 'e': 0.9333875}",25,0,-28.197034536099796,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
367,False,"{'a': 0.5, 'e': 0.933022}",25,0,-49.72351988415536,"{0: 17, 1: 4, 2: 3, 3: 1, 4: 0}",0
368,False,"{'a': 0.5, 'e': 0.9326555}",30,0,-138.8672530232939,"{0: 20, 1: 2, 2: 4, 3: 2, 4: 2}",0
369,False,"{'a': 0.5, 'e': 0.932288}",35,0,-276.9371392855533,"{0: 19, 1: 1, 2: 9, 3: 2, 4: 4}",0
370,False,"{'a': 0.5, 'e': 0.9319195}",20,0,-133.1694516103924,"{0: 5, 1: 6, 2: 7, 3: 2, 4: 0}",0
371,False,"{'a': 0.5, 'e': 0.93155}",25,13,-171.05826257633942,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 4}",1
372,False,"{'a': 0.5, 'e': 0.9311795}",30,0,-144.22137194623525,"{0: 21, 1: 0, 2: 6, 3: 1, 4: 2}",0
373,False,"{'a': 0.5, 'e': 0.930808}",20,0,-53.13149511020789,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
374,False,"{'a': 0.5, 'e': 0.9304355}",25,0,-129.4206331042625,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
375,False,"{'a': 0.5, 'e': 0.9300619999999999}",30,0,-219.92294240508582,"{0: 18, 1: 3, 2: 4, 3: 1, 4: 4}",0
376,False,"{'a': 0.5, 'e': 0.9296875}",25,0,-118.687418467104,"{0: 18, 1: 1, 2: 2, 3: 2, 4: 2}",0
377,False,"{'a': 0.5, 'e': 0.929312}",20,0,-115.57531445351799,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
378,False,"{'a': 0.5, 'e': 0.9289355}",25,2,-131.8265377192316,"{0: 14, 1: 3, 2: 2, 3: 2, 4: 2}",1
379,False,"{'a': 0.5, 'e': 0.928558}",20,10,-11.094973066874449,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
380,False,"{'a': 0.5, 'e': 0.9281795}",20,0,-105.96434626862037,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
381,False,"{'a': 0.5, 'e': 0.9278}",20,0,-44.18224862827938,"{0: 13, 1: 5, 2: 1, 3: 1, 4: 0}",0
382,False,"{'a': 0.5, 'e': 0.9274195000000001}",20,0,-59.58753061472058,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
